ubuntu@client-measure-38j0:~/memcache-perf-dynamic$ ./mcperf -s 10.156.0.45 -a 10.156.0.44 --noload -T 16 -C 4 -D 4 -Q 1000 -c 4 -t 1800 --qps_interval 10 --qps_min 5000 --qps_max 100000
Random waveform, random seed
Total number of intervals = 180 (93033, 83338, 73337, 48277, 8810, 6621, 79850, 63136, 78326, 95470, 90283, 35231, 26411, 84688, 58242, 93555, 16981, 56139, 96592, 33151, 18440, 77805, 78472, 76224, 16651, 22303, 9362, 80676, 78310, 28075, 26415, 59963, 53656, 75984, 74978, 71271, 98709, 95580, 46280, 86952, 94862, 39777, 39023, 7531, 81175, 99083, 8223, 31855, 86511, 7455, 46844, 54542, 51870, 78139, 85169, 66556, 75547, 41490, 39790, 64403, 89849, 57398, 77252, 9490, 41079, 75531, 57920, 7212, 39161, 40641, 33929, 89109, 52208, 53358, 93933, 92382, 65408, 75191, 44037, 14272, 39826, 17699, 60691, 22278, 76403, 76170, 63917, 99833, 78791, 27333, 8529, 35334, 46811, 84440, 64800, 19369, 13281, 12260, 46783, 82008, 38136, 6565, 87407, 54487, 66256, 73579, 23629, 67733, 97656, 66502, 21517, 17103, 20652, 96810, 88816, 80558, 88952, 76411, 32634, 78647, 72742, 14576, 22504, 69897, 83514, 73036, 19473, 54572, 77156, 99621, 30063, 94128, 46033, 15324, 44734, 39572, 14842, 20629, 95625, 33481, 54887, 41304, 47541, 98244, 67616, 31298, 37651, 26110, 56017, 35809, 44588, 53954, 51549, 89191, 14770, 53596, 14673, 38491, 89969, 68028, 32055, 37193, 28379, 94935, 22842, 45661, 36908, 85438, 27437, 42518, 33624, 95444, 37788, 47233, 41812, 38280, 54616, 49483, 53270, 36048)
Average QPS expected = 54139
Timestamp start: 1652880407576
Timestamp end: 1652882207993

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      452.6   429.9    86.8   166.5   188.2   332.6   434.9   508.7   566.7   640.6   790.0  1291.5  1918.5  3719.3 10964.6  46661.9    46783
read      521.0   412.8    93.8   194.5   222.7   407.9   526.9   609.8   681.4   783.4   941.3  1241.8  2038.1  3371.8  9785.7  81920.3    82008
read      459.6   430.9    86.8   167.1   189.8   346.1   460.5   540.2   594.3   673.5   806.0  1237.1  1712.6  4114.4 12342.3  38191.1    38136
read      376.4   396.4   109.4   186.3   211.2   356.8   405.0   429.8   447.5   467.1   494.6   538.8   756.3  5338.5 12796.0   6626.2     6565
read      694.5   430.6    93.8   205.5   251.9   646.4   797.0   885.0   951.9  1037.7  1154.8  1355.4  1850.3  3091.6 12698.0  87552.4    87407
read      444.1   453.0    93.8   165.6   186.6   319.0   408.9   474.6   530.0   600.7   741.6  1314.8  2145.8  3436.0 10999.0  54623.5    54487
read      442.0   433.4    93.8   176.9   200.4   337.7   420.7   478.6   525.5   587.5   697.7  1120.8  2157.4  3457.6 13118.6  66271.9    66256
read      444.7   380.2    93.8   183.1   207.9   350.0   434.2   493.4   540.0   606.8   724.9  1066.0  1950.7  3210.1 10073.5  73507.7    73579
read      452.3   421.0    93.8   173.0   197.1   375.7   507.9   575.8   622.1   680.8   758.5   927.8  1255.0  3977.3 14100.0  23594.2    23629
read      442.6   391.6    93.8   178.1   202.4   342.8   426.5   484.7   531.4   594.6   713.4  1102.5  2057.6  3220.9  9323.1  67847.2    67733
read      741.7   451.5    93.8   204.3   263.2   707.4   844.8   926.9   991.9  1072.6  1184.0  1371.0  1856.5  3921.4 13999.0  97642.2    97656
read      540.7   492.3    93.8   177.6   203.4   404.9   561.6   666.0   746.9   853.3  1013.6  1329.1  2174.9  3901.4 14721.7  66460.4    66502
read      443.0   445.4   101.3   170.5   194.7   373.7   501.3   561.8   602.0   651.7   721.0   854.0  1177.3  4712.3 13511.2  21509.5    21517
