./mcperf -s $INTERNAL_MEMCACHED_IP -a $INTERNAL_AGENT_IP --noload -T 16 -C 4 -D 4 -Q 1000 -c 4 -t 1800 --qps_interval 10 --qps_min 5000 --qps_max 100000
Random waveform, random seed
Total number of intervals = 180 (35287, 14271, 17436, 17944, 9097, 85796, 55519, 26960, 96739, 37774, 16784, 83654, 65716, 17738, 60163, 77793, 75230, 32487, 77751, 29790, 66212, 99080, 61398, 26830, 6307, 32240, 7014, 34981, 86450, 23868, 98736, 71027, 69859, 10493, 92190, 68413, 28603, 69419, 27655, 96461, 22299, 36522, 64955, 58585, 72605, 88493, 66523, 92988, 74931, 36924, 66209, 37236, 81627, 5143, 36388, 84707, 87836, 36596, 62538, 8871, 97186, 54990, 72123, 70002, 38050, 94543, 90995, 19905, 93746, 98345, 53655, 54249, 64278, 85068, 73946, 14648, 82863, 67170, 40386, 21485, 44464, 51924, 26130, 25075, 45091, 51757, 67885, 98774, 43672, 53944, 58303, 82888, 14873, 69860, 26181, 27187, 22496, 34221, 55733, 10542, 57923, 57133, 81637, 73069, 12065, 88379, 44586, 13031, 91756, 88647, 92108, 11489, 7482, 15539, 56120, 57047, 67434, 19395, 62743, 31213, 43760, 5620, 71182, 17054, 56625, 96615, 46634, 39101, 76118, 38068, 7249, 6613, 44539, 90938, 16042, 57651, 53770, 88066, 9256, 97336, 8272, 85858, 43144, 11333, 51041, 13028, 33019, 92532, 16291, 56538, 56819, 25051, 24150, 95318, 96042, 19394, 50382, 48720, 49605, 95072, 46925, 93393, 45534, 84652, 17871, 13507, 7521, 9834, 26357, 29287, 63571, 65694, 29484, 59329, 26675, 64106, 37346, 40681, 33287, 37717)
Average QPS expected = 50706
Timestamp start: 1653294620808
Timestamp end: 1653296421228

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      414.8   507.2    80.4   123.2   137.2   262.7   343.9   410.6   474.4   608.5  1082.4  1426.8  1824.6  3954.5 13220.9  57047.1    57133
read      369.4   442.2    80.4   127.5   141.9   257.5   327.1   377.6   422.0   484.6   604.6  1135.8  2006.0  3825.4 11113.2  81684.2    81637
read      380.1   502.4    80.4   126.8   140.8   256.7   329.1   381.5   429.2   500.8   661.8  1292.8  1941.3  4332.0 13409.8  73090.8    73069
read      354.0   594.6    80.4   131.6   149.7   298.4   372.8   417.9   450.4   486.4   531.1   602.1  1022.3  6404.8 30999.7  12023.3    12065
read      422.7   613.8    80.4   131.4   147.8   261.9   332.9   386.1   436.0   520.2   914.1  1474.4  2517.4  5464.6 20771.4  88495.7    88379
read      375.7   409.6    80.4   121.1   135.2   254.3   344.7   423.4   499.4   660.8   853.2  1043.3  1346.2  4247.4 10444.1  44437.3    44586
read      365.2   741.2    86.8   130.6   147.8   298.7   369.6   414.6   447.7   485.6   533.5   612.1  1513.4  8671.6 32040.1  13028.7    13031
read      388.7   554.5    80.4   127.4   142.2   244.8   308.1   353.4   396.0   465.0   708.2  1378.6  2339.7  5524.0 12887.5  91710.4    91756
read      391.5   603.3    80.4   128.0   143.0   250.4   316.0   363.2   404.7   470.5   649.1  1355.0  2341.2  6211.4 23312.3  88670.8    88647
read      385.8   580.5    80.4   127.7   142.4   245.1   306.9   350.1   391.4   456.6   669.9  1367.9  2322.6  5151.4 18907.0  92150.7    92108
read      349.7   640.2    86.8   132.7   151.1   294.3   360.7   399.3   426.9   458.8   500.0   568.1  1268.3  8207.3 31382.2  11532.6    11489
read      345.4   835.4    86.8   144.0   163.9   274.1   323.9   351.5   371.1   393.9   424.0   477.9  1823.3 11109.8 31904.8   7455.6     7482
read      367.2   740.9    86.8   126.2   142.1   301.4   378.8   428.5   464.5   504.8   552.3   630.6  1085.9  9093.8 32376.3  15534.8    15539
read      384.2   499.4    80.4   121.5   135.4   250.6   329.9   397.4   462.1   593.6   903.8  1193.2  1570.8  5182.0 13662.6  56041.1    56120
read      391.2   446.9    80.4   118.2   132.2   248.0   327.0   402.7   490.3   731.2   999.6  1227.7  1545.7  3447.1 12855.6  57007.6    57047
read      384.1   440.1    80.4   119.5   133.1   243.4   315.3   375.5   435.9   555.4   968.0  1344.8  1743.5  3273.3 10150.3  67514.2    67434
read      376.3   751.7    80.4   120.8   135.5   297.2   388.4   450.8   496.6   543.5   597.9   683.0  1257.1  9394.6 32417.1  19423.4    19395
read      400.7   535.5    80.4   121.1   135.3   249.0   325.8   392.7   462.0   625.0  1013.8  1327.9  1740.2  5022.1 15336.9  62744.4    62743
read      390.4   517.7    80.4   120.3   134.9   272.8   398.0   507.8   608.4   700.3   789.6   900.1  1161.5  5856.2 20163.5  31313.2    31213
read      380.0   421.8    80.4   120.7   134.9   252.4   354.9   441.6   561.5   737.5   875.6  1019.9  1262.9  3176.5 13257.1  43697.1    43760
read      288.5   546.3    93.8   151.9   171.2   252.6   286.3   305.6   319.0   336.5   359.1   396.8   615.8  7131.7 28864.8   5604.6     5620
read      276.9   195.2    80.4   124.0   137.7   246.7   305.1   341.6   370.1   404.4   449.0   509.5   655.9  1789.7  6612.1  71203.2    71182
read      278.8   223.8    86.8   129.6   144.2   271.2   325.3   349.9   366.2   384.3   404.0   436.9   535.0  2413.7  9835.0  17100.7    17054
read      273.2   177.6    80.4   120.4   133.4   240.2   301.5   341.4   372.2   407.9   451.1   507.0   655.9  1555.4  5393.9  56481.3    56625
read      258.2   170.9    74.4   119.9   132.0   228.1   281.6   315.1   342.0   374.7   418.3   480.4   600.8  2058.1  5281.5  96742.8    96615
